en,ru
ask him how he does it,ask him how he does it
here's how,here's how
how about,how about
как насчет,как насчет
how about a spot of lunch,how about a spot of lunch
how are things,how are things
how are you,how are you
how can I possibly do it,how can I possibly do it
how could it be otherwise?,how could it be otherwise?
разве могло быть иначе?,разве могло быть иначе?
how did it find its way into print?,how did it find its way into print?
how did the voting go?,how did the voting go?
how did you come at the information?,how did you come at the information?
как вы это узнали?,как вы это узнали?
how did you do it,how did you do it
как вы это сделали,как вы это сделали
how did you enjoy the book?,how did you enjoy the book?
how did you enjoy yourself?,how did you enjoy yourself?
как вы провели время?,как вы провели время?
how do you do,how do you do
how do you employ yourself of an evening?,how do you employ yourself of an evening?
что вы делаете вечером?,что вы делаете вечером?
how do you find yourself,how do you find yourself
how do you spell your name,how do you spell your name
how d'ye do?,how d'ye do?
how fares it?,how fares it?
как дела?,как дела?
how fast the years run by!,how fast the years run by!
how is he getting on?,how is he getting on?
how is your missis,how is your missis
how is your missus,how is your missus
how long he is!,how long he is!
как он копается!,как он копается!
how long will our supplies hold out?,how long will our supplies hold out?
how many,how many
are there many guests coming to dinner?,are there many guests coming to dinner?
how many strong are you?,how many strong are you?
сколько вас?,сколько вас?
how much do you weigh?,how much do you weigh?
how much is it,how much is it
how much is owing to you,how much is owing to you
how odd!,how odd!
как странно!,как странно!
how on earth,how on earth
how's yourself,how's yourself
how you talk,how you talk
I do not see how to do it,I do not see how to do it
I don't know how to put it,I don't know how to put it
"- не знаю, как это выразить.","- не знаю, как это выразить."
I don't know how to repay you for your kindness,I don't know how to repay you for your kindness
I think how we were once friends,I think how we were once friends
know how to write,know how to write
see how the land lies,see how the land lies
"supposing it were true, how we should laugh!","supposing it were true, how we should laugh!"
tell him how to do it,tell him how to do it
the how of it,the how of it
this is how the verse runs,this is how the verse runs
I don't know how to put it -,I don't know how to put it -
make a suggestion,"не знаю , как это сделать"
at any time,he is liable to come at any moment
he is liable to come at any moment,he is liable to come at any moment
this gives him the right to complain,this gives him the right to complain
he gave freely to the hospital,he gave freely to the hospital
to give a note,to give a note
you've given me your cold in the nose,you've given me your cold in the nose
to give encouragement,to give encouragement
to give permission,to give permission
разрешить,разрешить
to give a look,to give a look
взглянуть;,взглянуть;
to give an order,to give an order
to give one's mind study,to give one's mind study
to give one's attention to,to give one's attention to
it gave me much pain,it gave me much pain
it was given in the newspapers,it was given in the newspapers
I give you that point,I give you that point
standard,up to standard
all parts of the machine were standard and transferable,all parts of the machine were standard and transferable
below standard,below standard
double standard,double standard
march under the standard,march under the standard
plant a standard,plant a standard
raise the standard of revolt,raise the standard of revolt
standard of culture,standard of culture
standard of life,standard of life
standard of living,standard of living
standard of price,standard of price
the gold standard,the gold standard
the standard book on the subject,the standard book on the subject
up to standard,up to standard
that's a bargain,"не думайте об этом, выкиньте это из головы"
roll in the mud,roll in the mud
Thanksgiving Day,тот день
Thanksgiving Day,текущий день
Thanksgiving Day,день открытия выставки
Thanksgiving Day,текущий день; сегодня
Thanksgiving Day,день в день
assagai,assagai
assailable,assailable
assassin,assassin
assassinator,assassinator
assaulter,assaulter
assay,assay
assegai,assegai
assemblyman,assemblyman
assembly-room,assembly-room
assendency,assendency
"See also: assault , assaults","See also: assault , assaults"
assault and battery,assault and battery
make a score off one's own bat,make a score off one's own bat
off one's own bat,off one's own bat
he is the one I mean,он немногословен
swallow one's words,weigh one's words
swallow one's words,pick one's words
aluminium,aluminium
aluminum,aluminum
alveolate,alveolate
alveolus,alveolus
amain,amain
amaranth,amaranth
amaranthine,amaranthine
I am glad to meet you,am I disturbing you?
I am happy to note,I am fine
I am happy to realize,I am tired я устал
I am honored by your invitation,I am quite well
I am looking forward to seeing you again,"excuse me, am I disturbing you?"
I am not feeling well,I am excited
I am seasick,if I am spared
I am starved,I am dizzy
I am in for the competition,I am happy to note
I am in difficulties for money,I am glad to meet you
6 7 8 9 10 11 12 13 14 15,1 2 3 4 5 6 7 8 9 10
English,English dictionaries
another,on another day
another cup of tea,another cup of tea
"I don't like this bag, give me another one","I don't like this bag, give me another one"
Phrases with another,Phrases with another
adopt another course of action,adopt another course of action
another pair of shoes,another pair of shoes
another place,another place
ask me another!,ask me another!
be in one another's pocket,be in one another's pocket
call to one another,call to one another
перекликаться (друг с другом),перекликаться (друг с другом)
can you manage another slice?,can you manage another slice?
come one after another,come one after another
cut one another's throats,cut one another's throats
differentiate one from another,differentiate one from another
fall over one another,fall over one another
he ordered another round of drinks,he ordered another round of drinks
jump from one subject to another,jump from one subject to another
on another day,on another day
one man's meat is another man's poison,one man's meat is another man's poison
one way or another,one way or another
profit at the expense of another,profit at the expense of another
taken one with another,taken one with another
tell one thing from another,tell one thing from another
that is another story,that is another story
the horses ran level with one another,the horses ran level with one another
transfer a child to another school,transfer a child to another school
The shares pay 5 per cent -,The shares pay 5 per cent -
акции приносят 5% дохода.,акции приносят 5% дохода.
he pays attention to her,he pays attention to her
he went to pay his respects to them,he went to pay his respects to them
inability to pay,inability to pay
It has been paid for,It has been paid for
- за это было уплачено.,- за это было уплачено.
pay a call,pay a call
pay a compliment,pay a compliment
pay a man back in his own coin,pay a man back in his own coin
pay attention,pay attention
pay attention to what I tell you,pay attention to what I tell you
"слушайте , что я вам говорю","слушайте , что я вам говорю"
pay back,pay back
pay by the hour,pay by the hour
pay down on the nail,pay down on the nail
pay for,pay for
It has been paid for -,It has been paid for -
за это было уплачено.,за это было уплачено.
pay for a dead horse,pay for a dead horse
pay for one's whistle,pay for one's whistle
pay in,pay in
pay no regard to,pay no regard to
pay off,pay off
pay one's addresses to a lady,pay one's addresses to a lady
pay one's debt to nature,pay one's debt to nature
pay one's passage,pay one's passage
pay one's respects,pay one's respects
pay one's shot,pay one's shot
pay one's way,pay one's way
pay on the nail,pay on the nail
pay through the nose,pay through the nose
pay up,pay up
pay your own way,pay your own way
the devil and all to pay,the devil and all to pay
the devil to pay,the devil to pay
The shares pay 5 per cent,The shares pay 5 per cent
- акции приносят 5% дохода.,- акции приносят 5% дохода.
to pay a tribute to somebody,to pay a tribute to somebody
to pay one's devoirs to somebody,to pay one's devoirs to somebody
what did they pay for it,what did they pay for it
five,первый сеанс начинается в пять часов
English,come to pass
at the last count,позднее at last
for the last few years,die in the last ditch
actor,actor
actual,actual
action of the heart,action of the heart
put out of action,put out of action
bring an action against somebody,bring an action against somebody
be bound to take an action,be bound to take an action
be killed in action,be killed in action
bring an action against,bring an action against
circuit of action,circuit of action
committee of action,committee of action
depress the action of the heart,depress the action of the heart
determine upon a course of action,determine upon a course of action
fall in action,fall in action
force an action,force an action
he is prone to prompt action,he is prone to prompt action
in action,in action
"в бою; на ходу, действующий","в бою; на ходу, действующий"
justify one's action,justify one's action
"the dramatic unities, the unities of time, place and action","the dramatic unities, the unities of time, place and action"
the springs of action,the springs of action
to circumscribe somebody's power of action,to circumscribe somebody's power of action
in the cart,in the end
burst into the room,spring into the air
the river makes a great S,the river makes a great S
in the latitude of 40 S.,in the latitude of 40 S.
here I stand,here I stand
I am dizzy,я его не выношу
I am quite well,я заплачу
I wish him well,I wish him well
he is well past forty,he is well past forty
"well, what next?","well, what next?"
"ну, что дальше?","ну, что дальше?"
bistoury,bistoury
bitbrace,bitbrace
bitchy,bitchy
bitterender,bitterender
bitterish,bitterish
bitters,bitters
bitter-sweet,bitter-sweet
she is a bit of a madam,there is not one in a hundred
he is a bit of a coward,devil a bit of money did he give!
he is jubilant over the contour of things,he is jubilant over the contour of things
English,and such things
there is only one way to do it,there is only one way to do it
at one time I lived in Moscow,at one time I lived in Moscow
to see the sights,to see the sights
let me see the book,let me see the book
"it is like this, you see","it is like this, you see"
can I see you on business?,can I see you on business?
we have not seen each other for ages,we have not seen each other for ages
to see good,to see good
English German Dictionary,English German Dictionary
Translate to German,Translate to German
1 2 3 4 5 6 7 8 9 10,9 10 11
t [t],t [t]
T-beam,T-beam
T-square,T-square
рейсшина,рейсшина
rose,the land of the Rose
the land of the Rose,the land of promise
the noise rose to a deafening pitch,the land of the Rose
can you find any excuse?,can you find any excuse?
have you any money?,have you any money?
I did not find any mistakes,I did not find any mistakes
you can get it in any shop,you can get it in any shop
Phrases with any,Phrases with any
any port in a storm,any port in a storm
at any hand,at any hand
at any price,at any price
at any rate,at any rate
at any time,at any time
by any manner of means,by any manner of means
by any means,by any means
can't get any forrader,can't get any forrader
don't put on any lip,don't put on any lip
have a ready answer for any question,have a ready answer for any question
I cannot trace any connection to the event,I cannot trace any connection to the event
I could not stick it any longer,I could not stick it any longer
I do not contemplate any opposition from him,I do not contemplate any opposition from him
in any case,in any case
is there any hope,is there any hope
it did not matter any,it did not matter any
not at any price,not at any price
without any visible cause,without any visible cause
You are at liberty to make any choice,You are at liberty to make any choice
"- вы можете выбирать, что угодно","- вы можете выбирать, что угодно"
You are at liberty to make any choice -,You are at liberty to make any choice -
at one end,at the end of
at the end of time,at the end of the story
be at the end of one's row,be at the end of one's resource
end justifies the means,the end justifies the means
English dictionaries,at the end of the lesson
at the drop of a hat,at the drop of a hat
cock one's hat,cock one's hat
hats off!,hats off!
have a brick in one's hat,have a brick in one's hat
he pulled his hat over his eyes,he pulled his hat over his eyes
his hat covers his family,his hat covers his family
keep on one's hat,keep on one's hat
keep something under one's hat,keep something under one's hat
lame under the hat,lame under the hat
панама (шляпа),панама (шляпа)
put the hat on my,put the hat on my
remove one's hat,remove one's hat
send round the hat,send round the hat
set one's hat right,set one's hat right
set one's hat straight,set one's hat straight
she decided on the green hat,she decided on the green hat
somebody else's hat,somebody else's hat
take off one's hat,take off one's hat
talk through one's hat,talk through one's hat
the last thing in hats,the last thing in hats
this hat will do,this hat will do
throw one's hat in the ring,throw one's hat in the ring
to clap a hat on one's head,to clap a hat on one's head
to have a hat (an overcoat) on,to have a hat (an overcoat) on
top hat,top hat
touch one's hat,touch one's hat
what an object you look in that hat!,what an object you look in that hat!
with no hat on,with no hat on
razor-back,razor-back
razor-bill,razor-bill
razor-edge,razor-edge
razor-strop,razor-strop
razzia,razzia
razzle-dazzle,razzle-dazzle
reachless,reachless
reach-me-down,reach-me-down
reactance,reactance
reactionist,reactionist
"14. связаться (с кем-либо, напр., по телефону)","14. связаться (с кем-либо, напр., по телефону)"
as far as the eye can reach,as far as the eye can reach
beyond one's reach,beyond one's reach
he reached out for the dictionary,he reached out for the dictionary
I cannot reach the village under two hours,I cannot reach the village under two hours
make a reach,make a reach
out of reach of the guns,out of reach of the guns
reach of woodland,reach of woodland
reach one's hand across the table,reach one's hand across the table
reach out for,reach out for
the memory reaches back over many years,the memory reaches back over many years
the middle reaches of the Danube,the middle reaches of the Danube
the telegram ought to reach him within two hours,the telegram ought to reach him within two hours
within reach of one's hand,within reach of one's hand
to turn one's back upon somebody,to turn one's back upon somebody
after the same pattern,after the same pattern
the after part of the ship,the after part of the ship
all that glitters is not gold,"я склонен думать , что"
not to mention,не думаю
I hope not,я не вижу в этом вреда
as I live and breathe,as I live and breathe
breathe a new life into,breathe a new life into
breathe one's last,breathe one's last
begin v [bi'(g)in],begin v [bi'(g)in]
a good beginning is half the battle,a good beginning is half the battle
begin a new paragraph,begin a new paragraph
begin at the beginning,begin at the beginning
begin one's studies,begin one's studies
charity begins at home,charity begins at home
it's beginning to spot,it's beginning to spot
my head began to swim,my head began to swim
she began to weep,she began to weep
the strain begins to tell on her,the strain begins to tell on her
to begin with,to begin with
"прежде всего, во-первых","прежде всего, во-первых"
I am dying to see him,good to see you
die in one's bed,go to bed in one's boots
die in one's boots,have one's boots nailed
foundation-stone,foundation-stone
foundling-hospital,foundling-hospital
foundry,foundry
fountain-head,fountain-head
fountain-pen,fountain-pen
four,four
four-ale,four-ale
four-cornered,four-cornered
four-cycle,four-cycle
four-flusher,four-flusher
four-footed,four-footed
four-handed,four-handed
four-in-hand,four-in-hand
four-letter,four-letter
four-oar,four-oar
coach and four,coach and four
four eyes see more than two,four eyes see more than two
Four,Four
F,F
from the four winds,from the four winds
it has just struck four,it has just struck four
on all fours,on all fours
the four corners of the earth,the four corners of the earth
the four elements,the four elements
"земля, воздух, огонь, вода","земля, воздух, огонь, вода"
the four seas,the four seas
the four winds,the four winds
the total is four million,the total is four million
Four - F,Four - F
the Upper House,keep the house
upper house,keep the house
shut the door to,to be in white
a strange thing,a strange thing
he is strange to the job,he is strange to the job
I feel strange,I feel strange
in strange lands,in strange lands
it is strange and yet true,it is strange and yet true
this handwriting is strange to me,this handwriting is strange to me
what a strange thing!,what a strange thing!
as warm as a toast,as warm as a toast
give a toast to,give a warm welcome
Company,"5. компания, группа людей"
in the sky,in the sky
I have never seen his beat,"он упал бы, если бы я его не подхватил"
give vent to one's feelings,give vent to one's feelings
vent one's opinion,vent one's opinion
back in the day,in the pay
tocology,tocology
tocsin,tocsin
tod,tod
to-day,to-day
today,today
toddler,toddler
to-do,to-do
tody,tody
toe-cap,toe-cap
toe-in,toe-in
toe-nail,toe-nail
toff,toff
toffy,toffy
toft,toft
tog,tog
toga,toga
be on one's toes,be on one's toes
from top to toe,from top to toe
stub one's toe,stub one's toe
toe the line,toe the line
turn in one's toes,turn in one's toes
walk on the tips of one's toes,walk on the tips of one's toes
against the hair,against the hair
a good head of hair,a good head of hair
точь-в-точь,точь-в-точь
by a hair's breadth,by a hair's breadth
by a hair's breadth of,by a hair's breadth of
by a hair's breadth of something,by a hair's breadth of something
cut one's hair,cut one's hair
do one's hair,do one's hair
fix one's hair,fix one's hair
причесаться,причесаться
head of hair,head of hair
let one's hair down,let one's hair down
lose one's hair,lose one's hair
she has a natural wave in her hair,she has a natural wave in her hair
to a hair,to a hair
to a hair's breadth,to a hair's breadth
wear one's hair loose,wear one's hair loose
within a hair of,within a hair of
within a hair's breadth of,within a hair's breadth of
within a hair's breadth of death,within a hair's breadth of death
put on the market,на тот свет
be on the long side of the market,come down on the right side of the fence
French English Dictionary,English Russian Common Words Pro Dictionary
French dictionaries,English dictionaries
Word abc has been found in the following dictionaries:,Phrases with in found in the following dictionaries:
Word abc has been found in the following dictionaries:,Word in has been found in the following dictionaries:
summer-time,summer-time
the train timed to leave at 6.30,the train timed to leave at 6.30
the house went to the elder son,the house is to let
to turn over the leaves -,to turn over the leaves -
"2. покидать, покинуть (left)","2. покидать, покинуть (left)"
My sister has left for Moscow -,My sister has left for Moscow -
to leave a message for somebody -,to leave a message for somebody -
leave it to me -,leave it to me -
abductor,abductor
abeam,abeam
abecedarian,abecedarian
a-begging,a-begging
Abel,Abel
aberdevine,aberdevine
aberrance,aberrance
aberrancy,aberrancy
"See also: aberration , aberrations","See also: aberration , aberrations"
aberration of the needle,aberration of the needle
that is where the shoe pinches,that is where the shoe pinches
pass,come to pass
give a pass,make a pass
pass out of mind,pass out of mind
"нападать на, жаловаться на","на небе,"
abattoir,abattoir
abb,abb
abbacy,abbacy
abbot,abbot
ABC-book,ABC-book
abdominous,abdominous
abducent,abducent
"See also: abb , ABC , ABCs , arc","See also: abb , ABC , ABCs , arc"
tarsia,tarsia
Tartarean,Tartarean
Tartarian,Tartarian
tartlet,tartlet
task,task
taste,taste
he is not equal to the task,he is not equal to the task
set a task,set a task
she is intent on her task,she is intent on her task
task in hand,task in hand
to face a task,to face a task
be on the rise,be on the rise
to rise above the prejudices,to rise above the prejudices
rise from the ranks,rise from the ranks
rise to a great height,rise to a great height
rise to the bait,rise to the bait
rise to the emergency,rise to the emergency
rise to the occasion,rise to the occasion
rise with the sun,rise with the sun
the market rose,the market rose
the mercury is rising,the mercury is rising
the river rises in the hills,the river rises in the hills
the sun rises,the sun rises
they rose on their enemies,they rose on their enemies
teleview,teleview
televiewer,televiewer
televisional,televisional
telewriter,telewriter
tellable,tellable
teller,teller
telling-off,telling-off
tellurian,tellurian
telly,telly
telpher,telpher
telpherage,telpherage
all told,all told
be sure and tell me,be sure and tell me
be sure to tell me,be sure to tell me
can you tell me his whereabouts?,can you tell me his whereabouts?
don't tell a soul,don't tell a soul
don't tell me,don't tell me
don't tell stories,don't tell stories
few could tell,few could tell
he neglected to tell us about it,he neglected to tell us about it
he shall be told about it,he shall be told about it
he was ashamed to tell the truth,he was ashamed to tell the truth
I am simply bursting to tell you,I am simply bursting to tell you
I am told,I am told
"мне сказали, я слышал","мне сказали, я слышал"
I cannot tell you the whole of it,I cannot tell you the whole of it
it is difficult to tell one from the other,it is difficult to tell one from the other
I was told to show my passport,I was told to show my passport
I will tell you in my next,I will tell you in my next
I will tell you what,I will tell you what
let me further tell you,let me further tell you
never tell me,never tell me
six of us were told off to get fuel,six of us were told off to get fuel
tell a story against,tell a story against
tell me straight what you think,tell me straight what you think
tell me true,tell me true
tell one's beads,tell one's beads
tell somebody where to get off,tell somebody where to get off
tell tales out of school,tell tales out of school
tell that to the horsemarines,tell that to the horsemarines
tell the time,tell the time
"there is no telling , understanding , etc","there is no telling , understanding , etc"
there is no telling what he is up to,there is no telling what he is up to
they all tell the same story,they all tell the same story
you are telling me,you are telling me
you must do as you are told,you must do as you are told
you never can tell,you never can tell
tree,это дерево приносит хороший урожай
be at the top of the tree,be at the top of the tree
секвойя,секвойя
climb a tree,climb a tree
climb up a tree,climb up a tree
come between the bark and the tree,come between the bark and the tree
go between the bark and the tree,go between the bark and the tree
in the shade of a tree,in the shade of a tree
the tree of knowledge,the tree of knowledge
this tree is a good bearer,this tree is a good bearer
"to fall off a ladder (tree, horse)","to fall off a ladder (tree, horse)"
tree lay across the road,tree lay across the road
up a tree,up a tree
miscarriage (medicine ),быть в белом (платье);
pick up the tab,pick oneself up
pick up the tab,pick up flesh
pick up somebody's tab,pick up the tab
pick up the tab,pick up the trail
live at a high rate,live at a high rate
ready for all emergences,ready for all emergences
do a personal kindness,do a personal kindness
have a kindness,have a kindness
she is the soul of kindness,she is the soul of kindness
the milk of human kindness,the milk of human kindness
boss the show,boss the show
he is the boss here,he is the boss here
a fine friend you are,a fine friend you are
bate,get in a bate
bate one's breath,bate one's breath
bate one's curiosity,bate one's curiosity
get in a bate,get in a bate
mark of assay,mark of assay
á,«
English,act after one's kind
stand out of the path,stand out of the path
and aux [n],in aux [in]
I don't know where I stand,I simply wouldn't stand it
we stood up to see better,we stood up to see better
I can't stand him,I can't stand him
who's going to stand treat?,who's going to stand treat?
I am tired,I thought as much
I am dizzy,I am hot
I am quite well,I am to inform you
I got it,well do I remember it
wipe one's eyes,wipe one's eyes
wipe one's hands on a towel,wipe one's hands on a towel
подтирать,подтирать
be gathered to one's fathers,be gathered to one's fathers
descend from father to son,descend from father to son
in-law,in-law
Father of the faithful,Father of the faithful
Father of the House,Father of the House
he is a ringer for his father,he is a ringer for his father
he is a true son of his father,he is a true son of his father
he is his father's own son,he is his father's own son
he is made of sterner stuff than his father,he is made of sterner stuff than his father
he is up to his father as a scientist,he is up to his father as a scientist
His father provided him with a good education,His father provided him with a good education
his father was in trade,his father was in trade
is he anything like his father?,is he anything like his father?
play the part of the heavy father,play the part of the heavy father
remember me to your father,remember me to your father
the Holy Father,the Holy Father
the proud father,the proud father
the sins of the fathers are visited upon the children,the sins of the fathers are visited upon the children
the son was an extension of his father,the son was an extension of his father
the wish is father to the thought,the wish is father to the thought
His father provided him with a good education -,His father provided him with a good education -
in the afternoon,in the days of old
good afternoon!,"oh, for a fine day!"
divot,divot
divulge,divulge
dixie,dixie
dizain,dizain
dizzy,dizzy
do,do
do-all,do-all
dockage,dockage
dock-dues,dock-dues
do you call this stuff butter?,do you call this stuff butter?
do the grand,do the grand
do you know who has come?,do you know who has come?
"знаете ли вы, кто пришел?","знаете ли вы, кто пришел?"
be about to do,be about to do
1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10
mind one's P's and Q's,speak one's mind
feel one's legs,feel one's legs
get a leg in,get a leg in
get on one's legs,get on one's legs
have by the leg,have by the leg
have not a leg to stand on,have not a leg to stand on
have the legs,have the legs
he has a stiff leg,he has a stiff leg
I have no feeling in this leg,I have no feeling in this leg
keep one's legs,keep one's legs
leg of a stocking,leg of a stocking
паголенок,паголенок
make a leg,make a leg
on one's last legs,on one's last legs
recover one's legs,recover one's legs
run a person off his legs,run a person off his legs
run off one's legs,run off one's legs
shake a leg!,shake a leg!
spread out one's legs,spread out one's legs
stand on one's own legs,stand on one's own legs
stretch one's legs,stretch one's legs
stretch one's legs according to the coverlet,stretch one's legs according to the coverlet
take to one's legs,take to one's legs
the boot is on the other leg,the boot is on the other leg
with one's tail between the legs,with one's tail between the legs
your argument has not a leg to stand on,your argument has not a leg to stand on
donee,donee
donga,donga
donjon,donjon
donkey-engine,donkey-engine
donnish,donnish
Donnybrook,Donnybrook
don's,don's
don't,don't
doodle,doodle
doodle-bug,doodle-bug
doolie,doolie
doomsday,doomsday
doorbell,doorbell
door-case,door-case
"See also: don's , don't , don'ts , won't","See also: don's , don't , don'ts , won't"
don't v [dǝunt],don't v [dǝunt]
Phrases with don't,Phrases with don't
don't be disheartened,don't be disheartened
don't be hasty in generalization,don't be hasty in generalization
don't be in such a hurry,don't be in such a hurry
don't be longer than you can help,don't be longer than you can help
don't be mad at me,don't be mad at me
don't be nasty,don't be nasty
don't be nervous,don't be nervous
don't be ridiculous,don't be ridiculous
don't bother,don't bother
don't bracket me with him,don't bracket me with him
don't care a curse,don't care a curse
don't count your chickens before they are hatched,don't count your chickens before they are hatched
don't excite,don't excite
don't fail to come,don't fail to come
don't fail to let me know,don't fail to let me know
don't fidget,don't fidget
don't get flurried,don't get flurried
don't get into a state,don't get into a state
don't interfere in his affairs,don't interfere in his affairs
don't interfere with me,don't interfere with me
don't jump the camera,don't jump the camera
don't let that worrit you,don't let that worrit you
don't let that worry you,don't let that worry you
don't look a gift horse in the mouth,don't look a gift horse in the mouth
don't mention it,don't mention it
don't mister me,don't mister me
don't put on your lip,don't put on your lip
Don't put yourself about,Don't put yourself about
- не беспокойтесь.,- не беспокойтесь.
don't rake up the past,don't rake up the past
don't rub it in,don't rub it in
don't stray from the road,don't stray from the road
don't talk rot,don't talk rot
don't you see,don't you see
разве вы не понимаете,разве вы не понимаете
he didn't half swear,he didn't half swear
I am sick and tired of your don'ts,I am sick and tired of your don'ts
I don't care,I don't care
I don't care a brass farthing,I don't care a brass farthing
I don't care a button,I don't care a button
I don't care a chip,I don't care a chip
I don't care a continental,I don't care a continental
I don't care a damn,I don't care a damn
I don't care a feather,I don't care a feather
I don't care a fig,I don't care a fig
I don't care a groat,I don't care a groat
I don't care a hang,I don't care a hang
I don't care a pin,I don't care a pin
I don't care a rap,I don't care a rap
I don't care a red cent,I don't care a red cent
I don't care a red cent for,I don't care a red cent for
I don't care a straw,I don't care a straw
I don't care a tinker's damn,I don't care a tinker's damn
I don't care a whoop,I don't care a whoop
I don't care to go,I don't care to go
I don't cotton to him at all,I don't cotton to him at all
I don't half like it,I don't half like it
I don't know but I will see,I don't know but I will see
"я не знаю , но я выясню","я не знаю , но я выясню"
I don't know what she wants,I don't know what she wants
I don't know whether he is here,I don't know whether he is here
I don't know which way we must take,I don't know which way we must take
I don't like the look of him,I don't like the look of him
I don't like the set of his coat,I don't like the set of his coat
I don't like to disturb you,I don't like to disturb you
I don't scotch my mind,I don't scotch my mind
I don't think,I don't think
I don't understand your drift,I don't understand your drift
I don't want such things thrust on me,I don't want such things thrust on me
I don't want to go anywhere,I don't want to go anywhere
it doesn't lie within my jurisdiction,it doesn't lie within my jurisdiction
it doesn't matter,it doesn't matter
"неважно, ничего; это не имеет значения","неважно, ничего; это не имеет значения"
it doesn't matter sixpence,it doesn't matter sixpence
it doesn't signify,it doesn't signify
"это не имеет значения, это неважно","это не имеет значения, это неважно"
look to it that this doesn't happen again,look to it that this doesn't happen again
the accounts don't balance,the accounts don't balance
the play didn't take,the play didn't take
these colours don't match,these colours don't match
watch that he doesn't fall,watch that he doesn't fall
we don't entertain,we don't entertain
wine doesn't agree with me,wine doesn't agree with me
work hard but don't overdo it,work hard but don't overdo it
you don't go about it in the right spirit,you don't go about it in the right spirit
You don't seem to be well.,You don't seem to be well.
Nor am I.,Nor am I.
"- Вы, по-видимому, нездоровы.","- Вы, по-видимому, нездоровы."
И я тоже (нездоров).,И я тоже (нездоров).
you surely don't doubt me,you surely don't doubt me
Don't put yourself about -,Don't put yourself about -
I don't like to disturb you -,I don't like to disturb you -
titrate,titrate
tittlebat,tittlebat
tittle-tattle,tittle-tattle
tittup,tittup
titular,titular
tmesis,tmesis
to,to
toad,toad
toad-eater,toad-eater
toad-eating,toad-eating
toadflax,toadflax
toadyism,toadyism
toaster,toaster
toasting-fork,toasting-fork
day-boarder,day-boarder
day-book,day-book
day-boy,day-boy
daybreak,daybreak
day-dream,day-dream
day-dreamer,day-dreamer
day-fly,day-fly
day-girl,day-girl
day-labour,day-labour
day-labourer,day-labourer
daylight-saving,daylight-saving
day-lily,day-lily
day-long,day-long
day-nursery,day-nursery
day-school,day-school
day-shift,day-shift
daysman,daysman
day-spring,day-spring
day-star,day-star
in broad daylight,in broad daylight
this custom has been traced to the twelfth century,this custom has been traced to the twelfth century
"See also: drive-in , drive-ins","See also: picture , pictured , pictures"
"See also: standard , standards","See also: standard , standard's , standards , standards'"
the house is in need of repair,the house is in need of repair
what he needs is a good thrashing,what he needs is a good thrashing
"Must I go there? - No, you need not","Must I go there? - No, you need not"
knocker-up,knocker-up
knock-kneed,knock-kneed
knock-out,knock-out
knotgrass,knotgrass
knothole,knothole
knout,knout
know-all,know-all
know-how,know-how
knowing,knowing
knownothing,knownothing
knuckle,knuckle
knucklebone,knucklebone
a man is known by the company he keeps,a man is known by the company he keeps
as far as I know,as far as I know
before you know where you are,before you know where you are
be in the know,be in the know
Do you know him?,Do you know him?
Rather!,Rather!
for all I know,for all I know
get to know,get to know
he knows London like the back of his hand,he knows London like the back of his hand
I have known him since he was in petticoats,I have known him since he was in petticoats
I knew him at once,I knew him at once
I knew it all along,I knew it all along
I know a trick worth two of that,I know a trick worth two of that
I know better,I know better
I know better than to,I know better than to
"я не так прост , чтобы","я не так прост , чтобы"
I know for a certainty,I know for a certainty
I know him rather well,I know him rather well
I know him slightly,I know him slightly
I know it from papers,I know it from papers
I know right well,I know right well
"I know this much, that this story is exaggerated","I know this much, that this story is exaggerated"
I know what,I know what
I know what's what,I know what's what
I should admire to know,I should admire to know
it fidgets me not know where he is,it fidgets me not know where he is
it is a satisfaction to know that,it is a satisfaction to know that
it is known,it is known
kindly let me know,kindly let me know
know all the answers,know all the answers
know a thing or two,know a thing or two
know from experience,know from experience
know one's onions,know one's onions
know one's own business,know one's own business
know one's own limitations,know one's own limitations
know one's place,know one's place
know one's way blindfold,know one's way blindfold
know somewhere like the back of one's hand,know somewhere like the back of one's hand
know the law,know the law
know the seamy side of life,know the seamy side of life
know the time of day,know the time of day
know what one is about,know what one is about
know what's what,know what's what
know who is who,know who is who
no one knows it outside one or two persons,no one knows it outside one or two persons
not that I know of,not that I know of
not to know a person from Adam,not to know a person from Adam
not to know B from a bull's foot,not to know B from a bull's foot
not to know enough to get out of,not to know enough to get out of
not to know for certain,not to know for certain
not to know what to do,not to know what to do
not to know which way to turn,not to know which way to turn
one never knows,one never knows
there is no one but knows it,there is no one but knows it
they knew he was not of them,they knew he was not of them
to know by experience,to know by experience
you know well enough,you know well enough
you know well enow,you know well enow
Do you know him? - Rather!,Do you know him? - Rather!
feudalist,feudalist
feudality,feudality
feudalize,feudalize
feverfew,feverfew
feverous,feverous
fewness,fewness
fey,fey
fiacre,fiacre
fiat,fiat
a few,a few
drop me a few lines,drop me a few lines
everything is settled except for a few details,everything is settled except for a few details
few and far between,few and far between
he dignifies his few books by the name of library,he dignifies his few books by the name of library
he worked in a few jokes in his speech,he worked in a few jokes in his speech
his friends are few,his friends are few
in few,in few
кратко,кратко
it is a matter of a few hours,it is a matter of a few hours
"это дело нескольких часов (days, weeks, etc.","это дело нескольких часов (days, weeks, etc."
